Sl No,Category,Item Code,Item Name,Quantity,Department,Address,Contact Name,Phone,Latitude,Longitude,District
165,Tactical,389,Gum Boots,32 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
166,Tactical,369,Hand Gloves,19 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
176,Tactical,156,Life Jackets,19 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
177,Tactical,155,Lifebuoy,13 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
178,Tactical,140,Search Light,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
179,Tactical,360,Hose/Hose Fitting,124 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
181,Tactical,357,Rope,6 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
182,Tactical,356,B.A.Set,6 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
183,Tactical,338,Door Breaker,02 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
184,Tactical,337,Axe,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
185,Tactical,336,Pick Axe,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
186,Tactical,334,Helmet,32 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
187,Tactical,331,Spade,01 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
188,Tactical,332,Crow Bar,4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
189,Tactical,330,Shovel,01 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
190,Tactical,117,Sledge Hammer,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
191,Tactical,339,Hacksaw,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
192,Tactical,103,Bolt Cutters ( Shears ),3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
221,Tactical,159,Inflatable Boat (12 Persons),1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
222,Tactical,156,Life Jackets,7 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
223,Tactical,155,Lifebuoy,2 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
224,Tactical,141,Electric Generator (10 Kv),1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
226,Tactical,358,Bucket,2 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
227,Tactical,339,Hacksaw,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
228,Tactical,333,Heavy Block Of Fulcrum,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
229,Tactical,331,Spade,2 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
230,Tactical,330,Shovel,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
231,Tactical,115,Jack With 5 Ton Lift,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
235,Tactical,357,Rope,03 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
236,Tactical,356,B.A.Set,06 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
237,Tactical,341,Ceiling Hook,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
238,Tactical,337,Axe,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
239,Tactical,336,Pick Axe,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
240,Tactical,334,Helmet,33 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
241,Tactical,332,Crow Bar,02 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
242,Tactical,130,Crescent/Adjustable Wrenches,01 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
246,Tactical,369,Hand Gloves,6 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
247,Tactical,376,Ppe Kit,33 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
248,Tactical,374,Driver Hmv,6 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
249,Tactical,291,Containers Of Afff,20 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
250,Tactical,322,Traffic Cones,5 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
251,Tactical,373,Driver Lmv,6 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
252,Tactical,389,Gum Boots,33 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
253,Tactical,406,Gloves,6 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
254,Tactical,103,Bolt Cutters ( Shears ),02 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
264,Tactical,159,Inflatable Boat (12 Persons),1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
265,Tactical,156,Life Jackets,20 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
266,Tactical,155,Lifebuoy,12 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
267,Tactical,138,Inflatable Light Tower,2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
268,Tactical,335,Basket,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
269,Tactical,332,Crow Bar,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
270,Tactical,331,Spade,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
271,Tactical,330,Shovel,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
272,Tactical,118,Heavy Axe,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
273,Tactical,117,Sledge Hammer,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
274,Tactical,107,Chain Saw Diamond,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
275,Tactical,103,Bolt Cutters ( Shears ),1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
276,Tactical,125,Stretcher Harness (Set),1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
279,Tactical,104,Electric Drill,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
280,Tactical,310,Non Sparking Tool,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
281,Tactical,341,Ceiling Hook,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
282,Tactical,106,Chipping Hammer,6 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
284,Tactical,343,Public Address System,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
288,Tactical,344,Electric Torch,2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
289,Tactical,140,Search Light,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
290,Tactical,360,Hose/Hose Fitting,25 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
291,Tactical,358,Bucket,2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
292,Tactical,357,Rope,2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
293,Tactical,356,B.A.Set,05 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
294,Tactical,354,Hand Tool Set,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
295,Tactical,339,Hacksaw,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
296,Tactical,337,Axe,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
297,Tactical,334,Helmet,29 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
298,Tactical,131,Slotted Screwdrivers,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
299,Tactical,124,"Gloves Rubber, Tested Up To 25, 000 Volt",1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
300,Tactical,122,Smoke Blower And Exhauster,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
301,Tactical,138,Inflatable Light Tower,1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
310,Tactical,156,Life Jackets,15 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
311,Tactical,155,Lifebuoy,15 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
312,Tactical,336,Pick Axe,3 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
313,Tactical,335,Basket,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
314,Tactical,331,Spade,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
315,Tactical,125,Stretcher Harness (Set),1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
316,Tactical,115,Jack With 5 Ton Lift,1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
317,Tactical,358,Bucket,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
319,Tactical,106,Chipping Hammer,1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
320,Tactical,343,Public Address System,1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
331,Tactical,344,Electric Torch,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
332,Tactical,140,Search Light,2 Unit,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
333,Tactical,360,Hose/Hose Fitting,60 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
334,Tactical,357,Rope,8 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
335,Tactical,356,B.A.Set,4 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
336,Tactical,354,Hand Tool Set,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
337,Tactical,337,Axe,1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
338,Tactical,334,Helmet,6 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
339,Tactical,332,Crow Bar,3 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
340,Tactical,330,Shovel,3 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
341,Tactical,124,"Gloves Rubber, Tested Up To 25, 000 Volt",10 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
342,Tactical,122,Smoke Blower And Exhauster,1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
343,Tactical,118,Heavy Axe,1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
344,Tactical,117,Sledge Hammer,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
345,Tactical,103,Bolt Cutters ( Shears ),4 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
346,Tactical,139,Light Mast,23 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
347,Tactical,141,Electric Generator (10 Kv),162 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
349,Tactical,118,Heavy Axe,46 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
350,Tactical,121,Single Sheave Snatch Block,25 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
351,Tactical,124,"Gloves Rubber, Tested Up To 25, 000 Volt",414 Pair,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
354,Tactical,140,Search Light,23 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
