Sl No,Category,Item Code,Item Name,Quantity,Department,Address,Contact Name,Phone,Latitude,Longitude,District
198,Logistics,236,Lab Technicians,1 Persons,Kumbalagodu  Gollahalli PHC,"Kumbalagodu  Gollahalli PHC, HEALTH AND  FAMILY WELFARE SERVICES,  AROGYA SOUDHA",DR  SHALINI D,9886658777 / 0,12.8498023,77.4494063,Bengaluru
199,Logistics,201,Stretcher Normal,1 Nos,Kumbalagodu  Gollahalli PHC,"Kumbalagodu  Gollahalli PHC, HEALTH AND  FAMILY WELFARE SERVICES,  AROGYA SOUDHA",DR  SHALINI D,9886658777 / 0,12.8498023,77.4494063,Bengaluru
200,Logistics,226,Anti Snake Venom,2 Nos,Kumbalagodu  Gollahalli PHC,"Kumbalagodu  Gollahalli PHC, HEALTH AND  FAMILY WELFARE SERVICES,  AROGYA SOUDHA",DR  SHALINI D,9886658777 / 0,12.8498023,77.4494063,Bengaluru
201,Logistics,225,Vaccines,01 Vials,Kumbalagodu  Gollahalli PHC,"Kumbalagodu  Gollahalli PHC, HEALTH AND  FAMILY WELFARE SERVICES,  AROGYA SOUDHA",DR  SHALINI D,9886658777 / 0,12.8498023,77.4494063,Bengaluru
202,Logistics,226,Anti Snake Venom,1 Unit,Kumbalagodu  Gollahalli PHC,"Kumbalagodu  Gollahalli PHC, HEALTH AND  FAMILY WELFARE SERVICES,  AROGYA SOUDHA",DR  SHALINI D,9886658777 / 0,12.8498023,77.4494063,Bengaluru
203,Logistics,222,Water Tank,1 Nos,Kumbalagodu  Gollahalli PHC,"Kumbalagodu  Gollahalli PHC, HEALTH AND  FAMILY WELFARE SERVICES,  AROGYA SOUDHA",DR  SHALINI D,9886658777 / 0,12.8498023,77.4494063,Bengaluru
204,Logistics,238,Medical First Responders,4 Persons,Kumbalagodu  Gollahalli PHC,"Kumbalagodu  Gollahalli PHC, HEALTH AND  FAMILY WELFARE SERVICES,  AROGYA SOUDHA",DR  SHALINI D,9886658777 / 0,12.8498023,77.4494063,Bengaluru
205,Logistics,235,Paramedics,3 Persons,Kumbalagodu  Gollahalli PHC,"Kumbalagodu  Gollahalli PHC, HEALTH AND  FAMILY WELFARE SERVICES,  AROGYA SOUDHA",DR  SHALINI D,9886658777 / 0,12.8498023,77.4494063,Bengaluru
206,Logistics,221,Water Filter,1 Nos,Kumbalagodu  Gollahalli PHC,"Kumbalagodu  Gollahalli PHC, HEALTH AND  FAMILY WELFARE SERVICES,  AROGYA SOUDHA",DR  SHALINI D,9886658777 / 0,12.8498023,77.4494063,Bengaluru
207,Logistics,208,Oxygen Cylinders,1 Nos,Bagaluru Primary  Health Care Centre,"Bagaluru PHC,  HEALTH AND FAMILY  WELFARE SERVICES, AROGYA  SOUDHA",DR  RAJARAM,9986895660 / 0,13.0955714,77.6272478,Bengaluru
208,Logistics,224,Bronchodilators,2 Nos,Bagaluru Primary  Health Care Centre,"Bagaluru PHC,  HEALTH AND FAMILY  WELFARE SERVICES, AROGYA  SOUDHA",DR  RAJARAM,9986895660 / 0,13.0955714,77.6272478,Bengaluru
209,Logistics,235,Paramedics,2 Persons,Bagaluru Primary  Health Care Centre,"Bagaluru PHC,  HEALTH AND FAMILY  WELFARE SERVICES, AROGYA  SOUDHA",DR  RAJARAM,9986895660 / 0,13.0955714,77.6272478,Bengaluru
210,Logistics,222,Water Tank,1 Nos,Bagaluru Primary  Health Care Centre,"Bagaluru PHC,  HEALTH AND FAMILY  WELFARE SERVICES, AROGYA  SOUDHA",DR  RAJARAM,9986895660 / 0,13.0955714,77.6272478,Bengaluru
211,Logistics,205,First Aid Kits,1 Nos,Bagaluru Primary  Health Care Centre,"Bagaluru PHC,  HEALTH AND FAMILY  WELFARE SERVICES, AROGYA  SOUDHA",DR  RAJARAM,9986895660 / 0,13.0955714,77.6272478,Bengaluru
212,Logistics,221,Water Filter,1 Nos,Bagaluru Primary  Health Care Centre,"Bagaluru PHC,  HEALTH AND FAMILY  WELFARE SERVICES, AROGYA  SOUDHA",DR  RAJARAM,9986895660 / 0,13.0955714,77.6272478,Bengaluru
213,Logistics,236,Lab Technicians,1 Persons,Bagaluru Primary  Health Care Centre,"Bagaluru PHC,  HEALTH AND FAMILY  WELFARE SERVICES, AROGYA  SOUDHA",DR  RAJARAM,9986895660 / 0,13.0955714,77.6272478,Bengaluru
214,Logistics,213,Portable Suction Unit,1 Nos,Bagaluru Primary  Health Care Centre,"Bagaluru PHC,  HEALTH AND FAMILY  WELFARE SERVICES, AROGYA  SOUDHA",DR  RAJARAM,9986895660 / 0,13.0955714,77.6272478,Bengaluru
215,Logistics,238,Medical First Responders,4 Persons,Bagaluru Primary  Health Care Centre,"Bagaluru PHC,  HEALTH AND FAMILY  WELFARE SERVICES, AROGYA  SOUDHA",DR  RAJARAM,9986895660 / 0,13.0955714,77.6272478,Bengaluru
216,Logistics,225,Vaccines,110 Nos,Bagaluru Primary  Health Care Centre,"Bagaluru PHC,  HEALTH AND FAMILY  WELFARE SERVICES, AROGYA  SOUDHA",DR  RAJARAM,9986895660 / 0,13.0955714,77.6272478,Bengaluru
217,Logistics,271,Walkie Talkie Sets,2 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
218,Logistics,252,Four Wheel Drive Vehicle,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
219,Other,329,Aluminum Ladder,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
220,Other,167,Suit Fire Proximity,6 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
221,Tactical,159,Inflatable Boat (12 Persons),1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
222,Tactical,156,Life Jackets,7 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
223,Tactical,155,Lifebuoy,2 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
224,Tactical,141,Electric Generator (10 Kv),1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
225,Logistics,267,Vhf Sets Static,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
226,Tactical,358,Bucket,2 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
227,Tactical,339,Hacksaw,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
228,Tactical,333,Heavy Block Of Fulcrum,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
229,Tactical,331,Spade,2 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
230,Tactical,330,Shovel,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
231,Tactical,115,Jack With 5 Ton Lift,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
232,Logistics,362,Motor Cycle,2 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
233,Other,179,Dcp Type,2 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
234,Other,177,Co2 Type,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
235,Tactical,357,Rope,03 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
236,Tactical,356,B.A.Set,06 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
237,Tactical,341,Ceiling Hook,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
238,Tactical,337,Axe,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
239,Tactical,336,Pick Axe,1 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
240,Tactical,334,Helmet,33 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
241,Tactical,332,Crow Bar,02 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
242,Tactical,130,Crescent/Adjustable Wrenches,01 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
243,Other,171,Breathing Apparatus Self Contained,6 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
244,Other,179,Dcp Type,2 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
245,Logistics,268,Vhf Sets Mobile,2 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
246,Tactical,369,Hand Gloves,6 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
247,Tactical,376,Ppe Kit,33 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
248,Tactical,374,Driver Hmv,6 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
249,Tactical,291,Containers Of Afff,20 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
250,Tactical,322,Traffic Cones,5 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
251,Tactical,373,Driver Lmv,6 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
252,Tactical,389,Gum Boots,33 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
253,Tactical,406,Gloves,6 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
254,Tactical,103,Bolt Cutters ( Shears ),02 Nos,ANJANAPUR FIRE  STATION,"Anjanapura,  Tulasipura Road, Bengaluru-560  108.",G  CHANDRASHEKHAR,9591152540 / 08022971609,12.8591519,77.5633249,Bengaluru
255,Other,190,Fire Fighting Foam,365 Liter,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
256,Other,181,Fire Tender,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
257,Other,179,Dcp Type,2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
258,Other,177,Co2 Type,4 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
259,Other,175,Extension Ladder,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
260,Other,365,Air Compressor,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
261,Other,173,"Pump High Pressure, Portable",2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
262,Other,171,Breathing Apparatus Self Contained,5 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
263,Other,167,Suit Fire Proximity,15 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
264,Tactical,159,Inflatable Boat (12 Persons),1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
265,Tactical,156,Life Jackets,20 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
266,Tactical,155,Lifebuoy,12 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
267,Tactical,138,Inflatable Light Tower,2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
268,Tactical,335,Basket,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
269,Tactical,332,Crow Bar,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
270,Tactical,331,Spade,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
271,Tactical,330,Shovel,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
272,Tactical,118,Heavy Axe,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
273,Tactical,117,Sledge Hammer,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
274,Tactical,107,Chain Saw Diamond,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
275,Tactical,103,Bolt Cutters ( Shears ),1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
276,Tactical,125,Stretcher Harness (Set),1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
277,Logistics,221,Water Filter,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
278,Logistics,222,Water Tank,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
279,Tactical,104,Electric Drill,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
280,Tactical,310,Non Sparking Tool,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
281,Tactical,341,Ceiling Hook,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
282,Tactical,106,Chipping Hammer,6 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
283,Logistics,347,Office Building,1 Unit,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
284,Tactical,343,Public Address System,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
285,Logistics,278,Gps Hand Sets,2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
286,Logistics,271,Walkie Talkie Sets,2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
287,Logistics,205,First Aid Kits,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
288,Tactical,344,Electric Torch,2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
289,Tactical,140,Search Light,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
290,Tactical,360,Hose/Hose Fitting,25 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
291,Tactical,358,Bucket,2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
292,Tactical,357,Rope,2 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
293,Tactical,356,B.A.Set,05 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
294,Tactical,354,Hand Tool Set,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
295,Tactical,339,Hacksaw,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
296,Tactical,337,Axe,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
297,Tactical,334,Helmet,29 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
298,Tactical,131,Slotted Screwdrivers,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
299,Tactical,124,"Gloves Rubber, Tested Up To 25, 000 Volt",1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
300,Tactical,122,Smoke Blower And Exhauster,1 Nos,ITPL FIRE  STATION,"EPIP FIRE  STATION, whitefield",Mr K  Ramakrishna,9902935026 / 0802841101,12.987366,77.731969,Bengaluru
301,Tactical,138,Inflatable Light Tower,1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
302,Other,190,Fire Fighting Foam,200 Liter,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
303,Other,179,Dcp Type,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
304,Other,178,Foam Type,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
305,Other,176,Abc Type,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
306,Other,174,Pump Floating,1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
307,Other,173,"Pump High Pressure, Portable",1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
308,Other,342,Pump,3 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
309,Other,167,Suit Fire Proximity,6 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
310,Tactical,156,Life Jackets,15 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
311,Tactical,155,Lifebuoy,15 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
312,Tactical,336,Pick Axe,3 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
313,Tactical,335,Basket,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
314,Tactical,331,Spade,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
315,Tactical,125,Stretcher Harness (Set),1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
316,Tactical,115,Jack With 5 Ton Lift,1 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
317,Tactical,358,Bucket,2 Nos,Secretariat Fire  Station,"Karnataka State Fire  And Emergency Services,  Secretariat Fire Station, DR BR  Ambedkar Veedhi Vikasasaudha,  Bangalore-560001",Y H  RANGASWAMY,9489101554 / 08022971602,12.9800218,77.5927429,Bengaluru
