Sl No,Category,Item Code,Item Name,Quantity,Department,Address,Contact Name,Phone,Latitude,Longitude,District
545,Logistics,226,Anti Snake Venom,10 Nos,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
546,Logistics,235,Paramedics,1 Persons,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
547,Logistics,231,Surgeon,1 Persons,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
548,Logistics,221,Water Filter,2 Nos,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
549,Logistics,233,Gynecologist,1 Persons,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
550,Logistics,235,Paramedics,7 Persons,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
551,Logistics,208,Oxygen Cylinders,76 Nos,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
552,Logistics,236,Lab Technicians,2 Persons,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
553,Logistics,225,Vaccines,120 Nos,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
554,Logistics,234,Radiologist,1 Persons,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
555,Logistics,233,Gynecologist,1 Persons,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
556,Logistics,229,General Physician,1 Persons,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
557,Logistics,238,Medical First Responders,18 Persons,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
558,Logistics,215,Defibrillator,2 Nos,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
559,Logistics,214,Mechanical Ventilators,14 Nos,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
560,Logistics,229,General Physician,1 Nos,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
561,Logistics,224,Bronchodilators,13 Nos,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
562,Logistics,201,Stretcher Normal,5 Nos,Yelahanka Taluk  Hospital,"Yelahanka Taluk  Hospital, BEHIND ANAJNEYA  TEMPLE, GANDHINAGAR,  GENERAL HOSPITAL  YELAHANKA, YELAHANKA  OLD TOWN, BANGALORE-  560064",INDUMATHI M,7026628785 / 0,13.098262,77.584382,Bengaluru
569,Logistics,226,Anti Snake Venom,1 Vials,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
572,Logistics,229,General Physician,1 Persons,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
573,Logistics,238,Medical First Responders,60 Persons,HPCL Bengaluru  Terminal,"HPCL, Bangalore  Terminal, Nr Devangonthi Railway  Station",Rupak  Anand,9070079988 / 9070079988,12.9767463,77.5752782,Bengaluru
611,Logistics,265,Water Tanker Medium Capacity,1 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
612,Logistics,362,Motor Cycle,2 Nos,ANEKAL FIRE  STATION,ANEKAL FIRE  STATION C D HOSAKOTE  ROAD ANEKAL BANGALORE -  562 106,S  MUNIRAJAIAH,9538399654 / 0,12.923772734258,77.796344293169,Bengaluru
639,Logistics,271,Walkie Talkie Sets,02 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
640,Logistics,268,Vhf Sets Mobile,2 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
641,Logistics,201,Stretcher Normal,15 Nos,GENERAL  HOSPITAL DODDABALLAPURA,"GENERAL  HOSPITAL ,NEAR TB CIRCLE  CHIKKABALLAPURA MAIN  ROAD DODDABALLAPURA  BANGALORE RURAL DISTRICT  561203",DR P S  RAMESH,9480231664 / 8073959868,13.292532,77.544062,Bengaluru
642,Logistics,267,Vhf Sets Static,2 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
643,Logistics,266,Water Tanker Large Capacity,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
644,Logistics,362,Motor Cycle,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
645,Logistics,252,Four Wheel Drive Vehicle,1 Nos,ELECTRONIC  CITY FIRE STATION,ELECTRONIC  CITY FIRE STATION  ELECTRONIC CITY PACE 01  NEAR BESCOM BANGALORE,S  MANJUNATH,9964704320 / 0802297157,12.835521,77.662558,Bengaluru
690,Logistics,362,Motor Cycle,1 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
691,Logistics,252,Four Wheel Drive Vehicle,01 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
692,Logistics,205,First Aid Kits,1 Nos,SARJAPUR ROAD  FIRE STATION,"Kaigondanahalli,  Sarjapura Road, Bengaluru",SAMPATH  RAJ,9535274380 / 08025746166,12.9166379,77.6737526,Bengaluru
716,Logistics,271,Walkie Talkie Sets,2 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
717,Logistics,268,Vhf Sets Mobile,4 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
718,Logistics,267,Vhf Sets Static,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
719,Logistics,362,Motor Cycle,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
720,Logistics,252,Four Wheel Drive Vehicle,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
721,Logistics,221,Water Filter,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
722,Logistics,205,First Aid Kits,3 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
723,Logistics,201,Stretcher Normal,1 Nos,DAIRY CIRCLE  FIRE STATION,NEAR DAIRY  CIRCLE BANNERUGHATTA  ROAD BANGALORE,KRISHNASHETTI,9945623379 / 0,12.8416215,77.6472945,Bengaluru
765,Logistics,278,Gps Hand Sets,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
766,Logistics,276,Mobile Phone Gsm,5 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
767,Logistics,252,Four Wheel Drive Vehicle,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
768,Logistics,223,Reservoirs Treatment Tank,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES(Hulimavu),"HULIMAVU FIRE  STATION Venugopalnagar,  Bannerughatta Main Road, Near  Royal Meenakshi Mall, Bengaluru-  560 076.",Mahantgouda Kurakalli,9108182873 / 08022971613,12.878337769511,77.597371239329,Bengaluru
779,Logistics,238,Medical First Responders,1 Persons,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
786,Logistics,282,Camera Digital,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
787,Logistics,280,Video Camera Digital,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
788,Logistics,262,Medium Ambulance Van,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
789,Logistics,257,Bus,2 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
790,Logistics,254,Truck,6 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
791,Logistics,362,Motor Cycle,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
792,Logistics,253,Matador,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
793,Logistics,252,Four Wheel Drive Vehicle,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
794,Logistics,246,Tarpaulin,3 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
795,Logistics,242,Tent Store,2 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
796,Logistics,221,Water Filter,1 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
797,Logistics,202,Stretcher Medical Evacuation,14 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
798,Logistics,200,Spine Boards,4 Nos,State Disaster  Response Force A Company,"SDRF A Company ,  RA Mundkur Fire And Emergency  Services Academy , Bannerghatta  Road, Bangalore",Ramesh R,9448787714 / 08029564020,12.931781,77.600312,Bengaluru
